,minaddress,maxaddress,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,address_range,week_range,weekday_range,time_range,il_address,il_week,il_weekday,il_time
47,10552100118.0,10556110739.0,46.0,46.0,2.0,2.0,52.0,62.0,479,47,442,189,20594.5945945946,43.084925930114224,43.62976419401359,0.08492379304483505,4010621.0,0.0,0.0,10.0,0.5006433706731325,0,0.0,0.10526315789473684
48,10552100129.0,10555111039.0,46.0,46.0,3.0,3.0,53.0,62.0,286,48,267,129,13030.0,45.719298245614034,46.19210450137502,0.08120201476844835,3010910.0,0.0,0.0,9.0,0.37585005693468454,0,0.0,0.09473684210526316
49,10552100129.0,10556110644.0,46.0,46.0,1.0,1.0,6.0,9.0,186,49,172,130,8693.33333333333,46.99099099099097,47.487378833461655,0.08142559833506763,4010515.0,0.0,0.0,3.0,0.5006301387578527,0,0.0,0.031578947368421054
50,10552105240.0,10559110866.0,46.0,46.0,3.0,3.0,86.0,95.0,153,50,152,153,8026.66666666667,52.80701754385967,53.49952698136888,0.08765859284890427,7005626.0,0.0,0.0,9.0,0.8745080161689012,0,0.0,0.09473684210526316
51,10553100116.0,10555111039.0,46.0,46.0,2.0,2.0,44.0,54.0,335,51,305,107,18378.3783783784,55.02508496520478,56.016320892531276,0.08231677433726889,2010923.0,0.0,0.0,10.0,0.2510222902847533,0,0.0,0.10526315789473684
52,10553100116.0,10556110739.0,46.0,46.0,2.0,2.0,66.0,74.0,350,52,333,147,20972.972972973,60.09447843258739,60.77888544865213,0.08360816326530612,3010623.0,0.0,0.0,8.0,0.37581423089991756,0,0.0,0.08421052631578947
53,10553100116.0,10557111013.0,46.0,46.0,2.0,2.0,88.0,95.0,373,53,354,179,30800.0,82.79569892473118,84.37660802447674,0.09092281264150538,4010897.0,0.0,0.0,7.0,0.5006778235846158,0,0.0,0.07368421052631578
54,10553100116.0,10557111076.0,46.0,46.0,3.0,3.0,73.0,84.0,429,54,393,175,55200.0,128.97196261682245,131.42554991539765,0.0883824799908716,4010960.0,0.0,0.0,11.0,0.50068568783615,0,0.0,0.11578947368421053
55,10553100116.0,10558109774.0,46.0,46.0,2.0,2.0,0.0,6.0,520,55,474,222,25400.0,48.94026974951831,49.70149105466538,0.09827292899408283,5009658.0,0.0,0.0,6.0,0.6253525494031034,0,0.0,0.06315789473684211
56,10553100137.0,10556110739.0,46.0,46.0,3.0,3.0,52.0,66.0,274,56,258,131,20108.1081081081,73.65607365607362,74.74310115855141,0.08395492567531568,3010602.0,0.0,0.0,14.0,0.37581160948273945,0,0.0,0.14736842105263157
57,10553100137.0,10557111076.0,46.0,46.0,4.0,4.0,0.0,12.0,470,57,417,182,11998.730964467006,25.583648111869945,25.583648111869945,0.09770484382073336,4010939.0,0.0,0.0,12.0,0.5006830664189719,0,0.0,0.12631578947368421
58,10553100137.0,10559111056.0,46.0,46.0,1.0,1.0,20.0,32.0,419,58,396,261,16972.972972973,40.605198499935405,40.895672138409644,0.08410751818456264,6010919.0,0.0,0.0,12.0,0.7503393486951708,0,0.0,0.12631578947368421
59,10553101264.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,100,59,100,100,12809.98093529213,129.39374682113262,129.39374682113262,0.09640000000000003,6009607.0,0.0,0.0,0.0,0.7501755725362361,0,0.0,0.0
60,10553101320.0,10559110871.0,46.0,46.0,1.0,1.0,20.0,32.0,214,60,214,195,15027.027027027,70.54942266209859,70.87400663946067,0.0886758668879378,6009551.0,0.0,0.0,12.0,0.7501685820904279,0,0.0,0.12631578947368421
61,10553105142.0,10559110850.0,46.0,46.0,1.0,1.0,20.0,32.0,141,61,140,129,15945.9459459459,113.89961389961358,114.69642402256153,0.0829435139077511,6005708.0,0.0,0.0,12.0,0.7496888627468408,0,0.0,0.12631578947368421
